Date,Open,High,Low,Close
10/26/2023,4202.00,4205.00,4146.25,4156.50
10/25/2023,4269.50,4273.50,4203.75,4209.75
10/24/2023,4250.25,4290.50,4242.00,4271.25
10/23/2023,4256.25,4280.75,4213.25,4241.75
10/20/2023,4295.00,4304.25,4243.50,4248.50
10/19/2023,4346.50,4366.50,4292.75,4303.00
10/18/2023,4398.00,4399.25,4330.75,4342.25
10/17/2023,4406.25,4423.25,4365.75,4401.75
10/16/2023,4356.75,4414.25,4354.50,4401.00
10/13/2023,4380.75,4407.75,4340.75,4357.25
10/12/2023,4417.75,4430.50,4355.50,4380.50
10/11/2023,4392.00,4419.75,4377.25,4409.75
10/10/2023,4368.75,4419.00,4366.25,4391.50
10/09/2023,4315.00,4375.75,4299.50,4368.75
10/06/2023,4287.50,4358.50,4242.25,4341.50
10/05/2023,4291.50,4302.00,4258.00,4290.75
10/04/2023,4262.75,4304.00,4235.50,4297.75
10/03/2023,4326.00,4335.75,4251.25,4264.75
10/02/2023,4349.00,4355.50,4295.50,4324.25
09/29/2023,4342.00,4371.25,4311.00,4325.50
09/28/2023,4323.25,4355.75,4301.00,4337.50
09/27/2023,4320.25,4336.50,4277.00,4313.50
09/26/2023,4382.00,4382.00,4305.50,4314.75
09/25/2023,4365.00,4383.50,4338.25,4378.75
09/22/2023,4370.25,4399.00,4357.25,4361.00
09/21/2023,4445.00,4447.00,4366.50,4372.00
09/20/2023,4491.25,4508.00,4443.25,4447.00
09/19/2023,4503.25,4509.50,4462.25,4490.00
09/18/2023,4499.50,4514.50,4487.00,4501.50
09/15/2023,4556.50,4566.00,4494.00,4498.00
09/14/2023,4521.25,4562.00,4519.00,4555.00
09/13/2023,4513.00,4530.25,4495.00,4517.50
09/12/2023,4536.50,4539.00,4507.25,4513.75
09/11/2023,4514.00,4543.50,4508.75,4539.50
09/08/2023,4458.25,4477.50,4443.00,4461.75
09/07/2023,4469.50,4471.75,4434.25,4456.25
09/06/2023,4500.00,4503.75,4447.00,4471.50
09/05/2023,4520.00,4521.50,4499.25,4502.50
09/01/2023,4516.75,4547.75,4507.25,4521.50
08/31/2023,4527.00,4541.25,4512.75,4516.00
08/30/2023,4508.75,4530.75,4496.25,4524.25
08/29/2023,4444.00,4509.50,4433.50,4506.75
08/28/2023,4418.00,4449.50,4414.50,4442.25
08/25/2023,4384.50,4429.00,4365.25,4414.25
08/24/2023,4470.50,4485.50,4378.50,4386.00
08/23/2023,4400.00,4476.25,4399.50,4447.00
08/22/2023,4410.25,4440.00,4394.25,4399.25
08/21/2023,4382.50,4421.00,4372.25,4412.50
08/18/2023,4379.25,4396.00,4350.00,4382.75
08/17/2023,4420.50,4436.75,4377.75,4384.50
08/16/2023,4453.25,4467.25,4417.00,4420.00
08/15/2023,4505.75,4517.75,4447.00,4454.00
08/14/2023,4485.00,4507.75,4465.00,4506.00
08/11/2023,4487.75,4496.25,4459.00,4480.75
08/10/2023,4493.25,4544.75,4473.50,4485.75
08/09/2023,4516.50,4536.25,4478.25,4485.75
08/08/2023,4539.50,4541.00,4482.00,4518.50
08/07/2023,4500.50,4541.75,4500.50,4537.75
08/04/2023,4523.50,4560.75,4493.75,4498.00
08/03/2023,4534.25,4547.50,4505.75,4521.75
08/02/2023,4580.00,4593.50,4527.75,4537.25
08/01/2023,4617.75,4621.75,4591.00,4601.25
07/31/2023,4608.75,4619.25,4595.25,4614.50
07/28/2023,4566.00,4616.50,4558.00,4606.50
07/27/2023,4594.75,4634.50,4553.75,4564.25
07/26/2023,4604.75,4610.75,4573.75,4595.25
07/25/2023,4584.50,4608.75,4579.25,4596.00
07/24/2023,4564.25,4592.50,4560.00,4583.50
07/21/2023,4566.25,4590.00,4561.75,4564.75
07/20/2023,4593.25,4594.25,4557.25,4565.50
07/19/2023,4582.75,4609.25,4582.25,4597.00
07/18/2023,4550.25,4594.50,4544.75,4587.75
07/17/2023,4536.00,4565.75,4528.00,4553.75
07/14/2023,4539.50,4560.50,4531.00,4536.75
07/13/2023,4510.50,4551.50,4509.25,4543.50
07/12/2023,4471.00,4523.75,4470.00,4507.50
07/11/2023,4445.75,4478.50,4439.00,4473.50
07/10/2023,4437.50,4448.25,4411.25,4444.25
07/07/2023,4441.25,4476.00,4431.50,4434.00
07/06/2023,4481.75,4483.50,4419.50,4447.00
07/05/2023,4490.00,4492.75,4466.25,4483.75
07/03/2023,4485.50,4494.00,4479.50,4492.25
06/30/2023,4435.25,4498.00,4433.00,4488.25
06/29/2023,4423.75,4438.00,4409.75,4435.75
06/28/2023,4414.00,4430.25,4399.25,4417.50
06/27/2023,4375.75,4424.75,4371.50,4418.75
06/26/2023,4390.00,4403.00,4368.50,4370.25
06/23/2023,4425.75,4426.25,4381.50,4389.00
06/22/2023,4410.00,4427.00,4393.00,4423.75
06/21/2023,4430.25,4438.50,4403.50,4409.25
06/20/2023,4449.00,4451.00,4410.50,4434.75
06/16/2023,4469.00,4493.75,4451.00,4453.75
06/15/2023,4422.75,4485.50,4393.75,4471.25
06/14/2023,4417.25,4439.50,4383.50,4418.50
06/13/2023,4389.75,4423.25,4381.75,4416.75
06/12/2023,4349.75,4391.25,4348.75,4388.00
06/09/2023,4297.75,4325.50,4284.00,4304.75
06/08/2023,4273.25,4302.50,4262.75,4298.25
06/07/2023,4292.25,4304.75,4269.25,4274.25
06/06/2023,4279.75,4294.75,4268.50,4289.75
06/05/2023,4288.00,4305.75,4273.00,4281.00
06/02/2023,4231.75,4297.75,4229.00,4288.00
06/01/2023,4188.50,4239.75,4178.00,4228.00
05/31/2023,4213.00,4217.75,4174.00,4190.50
05/30/2023,4224.00,4243.00,4200.00,4215.00
05/26/2023,4157.00,4221.25,4146.00,4213.25
05/25/2023,4157.00,4175.50,4131.50,4159.75
05/24/2023,4158.00,4166.25,4114.00,4126.00
05/23/2023,4207.50,4222.75,4153.00,4158.75
05/22/2023,4189.00,4221.75,4186.50,4205.00
05/19/2023,4215.50,4227.25,4191.50,4204.75
05/18/2023,4171.25,4215.75,4161.25,4212.00
05/17/2023,4126.00,4179.00,4122.00,4171.50
05/16/2023,4148.25,4151.50,4120.00,4123.00
05/15/2023,4132.25,4156.25,4123.00,4150.00
05/12/2023,4144.50,4164.50,4111.75,4138.00
05/11/2023,4152.75,4168.50,4121.50,4143.75
05/10/2023,4133.00,4173.25,4112.25,4152.00
05/09/2023,4150.50,4153.00,4131.00,4134.00
05/08/2023,4151.00,4161.00,4137.50,4152.75
05/05/2023,4077.25,4163.25,4076.75,4150.25
05/04/2023,4087.00,4118.00,4062.25,4075.75
05/03/2023,4133.25,4167.00,4095.00,4107.50
05/02/2023,4179.50,4191.50,4105.50,4136.75
05/01/2023,4190.00,4206.25,4178.50,4185.75
04/28/2023,4151.00,4193.75,4131.50,4188.50
04/27/2023,4085.50,4166.50,4080.75,4153.75
04/26/2023,4110.25,4116.25,4068.75,4076.00
04/25/2023,4157.25,4158.50,4091.50,4093.25
04/24/2023,4150.00,4164.25,4133.50,4159.50
04/21/2023,4153.75,4161.00,4135.25,4156.75
04/20/2023,4172.25,4173.50,4137.00,4152.50
04/19/2023,4176.00,4187.50,4150.50,4178.50
04/18/2023,4177.00,4198.25,4164.50,4180.00
04/17/2023,4174.25,4180.50,4148.00,4176.75
04/14/2023,4168.75,4189.00,4138.00,4163.75
04/13/2023,4117.50,4177.00,4110.25,4172.75
04/12/2023,4137.50,4177.75,4113.50,4119.00
04/11/2023,4138.50,4151.75,4128.75,4136.50
04/10/2023,4139.00,4143.00,4098.75,4136.25
04/06/2023,4113.75,4135.25,4096.50,4132.00
04/05/2023,4134.00,4135.50,4099.00,4117.25
04/04/2023,4152.50,4171.75,4115.25,4129.00
04/03/2023,4127.00,4157.75,4122.75,4153.75
03/31/2023,4081.00,4142.50,4078.00,4137.75
03/30/2023,4058.00,4087.75,4052.50,4080.00
03/29/2023,4006.50,4061.25,4006.00,4057.50
03/28/2023,4013.50,4023.75,3980.75,4001.50
03/27/2023,4008.00,4034.25,3997.50,4007.25
03/24/2023,3988.75,4010.75,3937.00,4001.25
03/23/2023,3972.75,4039.50,3948.50,3978.00
03/22/2023,4038.75,4073.75,3966.25,3970.50
03/21/2023,3986.50,4043.25,3981.75,4035.75
03/20/2023,3963.75,3989.50,3897.25,3983.00
03/17/2023,3995.00,4009.25,3932.50,3947.00
03/16/2023,3924.75,4000.00,3895.00,3994.50
03/15/2023,3953.75,3964.00,3865.00,3925.00
03/14/2023,3897.25,3972.50,3885.00,3954.25
03/13/2023,3920.50,3971.50,3839.25,3888.75
03/10/2023,3919.00,3941.75,3846.25,3862.75
03/09/2023,3997.00,4019.75,3909.50,3920.00
03/08/2023,3990.00,4003.25,3971.50,3995.00
03/07/2023,4053.75,4064.50,3982.50,3989.75
03/06/2023,4049.25,4082.50,4041.75,4052.50
03/03/2023,3983.00,4053.00,3974.00,4049.75
03/02/2023,3959.75,3995.25,3925.00,3984.75
03/01/2023,3968.50,3991.00,3943.00,3956.50
02/28/2023,3991.50,4003.75,3965.00,3975.50
02/27/2023,3976.50,4024.75,3973.00,3988.00
02/24/2023,4015.25,4023.25,3947.50,3975.75
02/23/2023,4010.00,4034.25,3974.25,4018.75
02/22/2023,4007.50,4025.00,3983.75,3999.00
02/21/2023,4076.00,4077.75,4002.00,4005.75
02/17/2023,4095.50,4096.00,4055.75,4087.50
02/16/2023,4159.00,4168.50,4095.00,4099.75
02/15/2023,4141.25,4161.75,4113.00,4158.25
02/14/2023,4149.75,4186.50,4103.75,4145.50
02/13/2023,4105.00,4150.75,4078.75,4147.25
02/10/2023,4098.00,4104.25,4060.75,4099.75
02/09/2023,4132.25,4170.25,4078.25,4091.75
02/08/2023,4167.25,4179.25,4121.25,4130.50
02/07/2023,4123.50,4188.25,4098.25,4175.75
02/06/2023,4134.25,4143.00,4104.00,4123.50
02/03/2023,4176.00,4194.00,4132.50,4147.75
02/02/2023,4145.50,4208.50,4136.75,4191.50
02/01/2023,4085.75,4163.25,4048.50,4132.25
01/31/2023,4039.25,4091.25,4007.50,4090.00
01/30/2023,4077.00,4086.00,4029.50,4032.50
01/27/2023,4065.00,4109.25,4057.25,4084.25
01/26/2023,4031.00,4077.00,4027.25,4075.50
01/25/2023,4039.00,4040.50,3963.25,4032.00
01/24/2023,4036.50,4047.50,4005.25,4032.75
01/23/2023,3987.00,4056.75,3980.25,4036.50
01/20/2023,3925.00,3990.50,3911.75,3988.50
01/19/2023,3945.25,3948.75,3901.75,3915.50
01/18/2023,4008.50,4033.50,3943.75,3945.75
01/17/2023,4010.00,4035.25,4000.50,4009.50
01/13/2023,4003.00,4024.25,3961.75,4018.25
01/12/2023,3991.75,4021.50,3954.00,4003.50
01/11/2023,3941.00,3992.50,3934.50,3990.00
01/10/2023,3914.50,3943.75,3891.50,3940.75
01/09/2023,3918.50,3973.25,3909.75,3913.75
01/06/2023,3833.00,3928.75,3819.00,3915.50
01/05/2023,3871.00,3885.50,3822.50,3829.00
01/04/2023,3842.75,3896.25,3836.50,3874.50
01/03/2023,3895.00,3906.75,3814.50,3846.00
12/30/2022,3869.75,3871.00,3821.50,3861.00
12/29/2022,3811.00,3882.75,3806.25,3871.75
12/28/2022,3858.00,3875.00,3804.50,3807.50
12/27/2022,3878.00,3900.50,3837.25,3855.00
12/23/2022,3850.00,3872.50,3821.25,3869.75
12/22/2022,3915.00,3919.75,3788.50,3849.25
12/21/2022,3857.25,3918.75,3855.50,3905.75
12/20/2022,3842.75,3866.50,3803.50,3849.25
12/19/2022,3874.00,3899.00,3827.25,3845.50
12/16/2022,3920.00,3934.50,3855.25,3879.00
12/15/2022,4037.00,4043.00,3908.00,3927.25
12/14/2022,4054.50,4090.75,3997.00,4030.75
12/13/2022,4022.25,4180.00,4017.50,4055.25
12/12/2022,3965.75,4026.00,3956.00,4025.00
12/09/2022,3964.75,3990.00,3930.00,3936.25
12/08/2022,3935.75,3977.25,3916.00,3965.75
12/07/2022,3944.50,3961.50,3914.00,3936.75
12/06/2022,4005.75,4014.75,3921.50,3945.00
12/05/2022,4074.00,4075.75,3987.25,4003.25
12/02/2022,4077.50,4085.50,4006.75,4075.50
12/01/2022,4094.50,4110.00,4054.50,4081.75
11/30/2022,3962.25,4093.50,3942.75,4081.25
11/29/2022,3972.00,3990.25,3941.25,3962.00
11/28/2022,4020.25,4024.00,3960.25,3970.25
11/25/2022,4043.75,4046.00,4024.75,4032.50
11/23/2022,4010.00,4039.50,4002.00,4033.00
11/22/2022,3957.75,4012.50,3945.25,4010.25
11/21/2022,3972.50,3982.00,3937.50,3958.00
11/18/2022,3960.50,3994.00,3942.50,3974.00
11/17/2022,3977.25,3990.25,3912.50,3955.25
11/16/2022,3992.00,4015.75,3962.00,3968.50
11/15/2022,3974.75,4050.75,3960.00,3999.50
11/14/2022,3984.00,4017.50,3964.00,3966.00
11/11/2022,3973.00,4009.75,3951.00,4000.25
11/10/2022,3757.00,3973.50,3751.50,3961.00
11/09/2022,3832.50,3848.75,3750.00,3755.50
11/08/2022,3812.75,3867.00,3792.75,3835.25
11/07/2022,3750.00,3821.75,3738.25,3815.25
11/04/2022,3724.00,3805.50,3711.00,3779.50
11/03/2022,3766.75,3782.50,3704.25,3727.75
11/02/2022,3863.00,3907.00,3760.25,3768.75
11/01/2022,3884.00,3928.00,3852.50,3866.00
10/31/2022,3911.50,3914.75,3872.25,3883.00
10/28/2022,3798.25,3924.25,3776.75,3911.25
10/27/2022,3844.25,3870.75,3757.50,3819.50
10/26/2022,3841.00,3897.50,3824.25,3841.00
10/25/2022,3803.25,3874.25,3790.00,3870.25
10/24/2022,3771.00,3822.00,3736.50,3809.25
10/21/2022,3677.75,3773.25,3641.50,3764.00
10/20/2022,3708.00,3748.00,3666.25,3675.25
10/19/2022,3759.75,3774.25,3676.75,3707.25
10/18/2022,3706.25,3777.25,3697.25,3732.75
10/17/2022,3591.00,3702.50,3590.50,3689.25
10/14/2022,3680.25,3733.75,3591.25,3597.50
10/13/2022,3596.25,3697.75,3502.00,3681.75
10/12/2022,3607.00,3635.25,3585.50,3588.50
10/11/2022,3624.75,3653.25,3579.00,3599.25
10/10/2022,3638.75,3667.50,3600.00,3625.25
10/07/2022,3745.75,3773.00,3632.50,3653.25
10/06/2022,3795.75,3819.50,3750.00,3756.75
10/05/2022,3801.00,3820.00,3734.00,3794.00
10/04/2022,3696.50,3808.75,3686.25,3803.25
10/03/2022,3593.25,3711.75,3571.75,3690.25
09/30/2022,3656.50,3693.75,3595.25,3601.50
09/29/2022,3730.25,3736.00,3622.00,3654.25
09/28/2022,3668.50,3751.25,3613.00,3732.00
09/27/2022,3668.00,3733.00,3635.25,3661.00
09/26/2022,3705.25,3730.50,3657.50,3670.00
09/23/2022,3777.25,3783.25,3660.25,3709.00
09/22/2022,3794.00,3833.00,3763.50,3772.00
09/21/2022,3878.75,3925.25,3792.00,3806.25
09/20/2022,3923.00,3936.25,3843.25,3872.75
09/19/2022,3889.50,3927.00,3846.25,3917.25
09/16/2022,3904.00,3905.00,3853.00,3890.00
09/15/2022,3972.00,3977.50,3905.00,3919.25
09/14/2022,3956.75,3981.25,3929.00,3965.50
09/13/2022,4137.50,4175.00,3938.50,3950.25
09/12/2022,4096.00,4137.75,4080.25,4130.00
09/09/2022,4010.25,4077.25,4005.75,4067.25
09/08/2022,3980.00,4011.50,3942.75,4005.50
09/07/2022,3907.50,3988.75,3883.50,3980.00
09/06/2022,3936.25,3963.25,3886.75,3910.50
09/02/2022,3967.50,4019.25,3906.00,3924.50
09/01/2022,3958.00,3971.25,3903.50,3968.75
08/31/2022,3987.25,4018.25,3953.00,3956.50
08/30/2022,4035.75,4072.75,3964.50,3987.50
08/29/2022,4024.00,4064.00,4006.75,4031.25
08/26/2022,4198.25,4217.25,4042.75,4059.50
08/25/2022,4148.75,4202.75,4143.00,4201.00
08/24/2022,4128.25,4158.50,4110.75,4142.75
08/23/2022,4147.00,4161.75,4118.00,4130.50
08/22/2022,4221.00,4221.50,4131.50,4141.25
08/19/2022,4287.00,4288.00,4220.75,4231.50
08/18/2022,4279.50,4295.50,4258.00,4286.50
08/17/2022,4309.25,4315.00,4255.00,4276.75
08/16/2022,4294.50,4327.50,4278.75,4307.75
08/15/2022,4277.00,4304.75,4249.00,4298.25
08/12/2022,4219.25,4282.75,4208.25,4281.00
08/11/2022,4210.75,4260.50,4202.75,4209.75
08/10/2022,4128.75,4213.50,4113.75,4210.00
08/09/2022,4148.50,4155.00,4113.00,4124.50
08/08/2022,4149.75,4188.00,4129.25,4141.75
08/05/2022,4152.00,4166.25,4103.75,4146.75
08/04/2022,4150.25,4173.25,4136.00,4152.25
08/03/2022,4097.00,4170.00,4084.50,4156.25
08/02/2022,4119.75,4143.00,4080.50,4093.75
08/01/2022,4137.50,4147.25,4097.00,4120.50
07/29/2022,4105.00,4144.00,4081.00,4133.50
07/28/2022,4022.00,4111.00,3994.50,4073.50
07/27/2022,3939.25,4042.75,3938.75,4024.50
07/26/2022,3959.00,3964.50,3913.25,3923.25
07/25/2022,3967.75,3988.75,3946.00,3970.00
07/22/2022,3988.00,4016.25,3941.50,3965.00
07/21/2022,3954.00,4004.75,3930.25,4001.25
07/20/2022,3947.00,3977.25,3922.25,3962.50
07/19/2022,3838.50,3948.00,3834.00,3937.50
07/18/2022,3878.50,3909.50,3820.25,3833.75
07/15/2022,3797.75,3868.25,3780.25,3865.00
07/14/2022,3795.75,3806.25,3723.75,3793.25
07/13/2022,3825.00,3873.00,3752.00,3804.50
07/12/2022,3862.00,3876.50,3804.75,3823.75
07/11/2022,3900.00,3900.75,3850.00,3856.75
07/08/2022,3897.00,3922.00,3868.00,3901.25
07/07/2022,3853.75,3914.25,3832.50,3905.00
07/06/2022,3838.00,3875.00,3808.75,3848.25
07/05/2022,3813.50,3857.75,3744.00,3834.00
07/01/2022,3782.00,3833.50,3744.50,3827.25
06/30/2022,3822.75,3825.00,3741.25,3789.50
06/29/2022,3828.25,3840.00,3801.25,3821.25
06/28/2022,3911.25,3950.00,3821.75,3825.50
06/27/2022,3915.00,3948.00,3892.50,3903.75
06/24/2022,3785.25,3919.75,3781.25,3916.25
06/23/2022,3761.25,3805.75,3735.00,3799.75
06/22/2022,3766.25,3805.50,3693.25,3762.75
06/21/2022,3716.00,3783.75,3710.50,3767.75
06/17/2022,3680.50,3713.50,3639.00,3675.75
06/16/2022,3799.00,3833.25,3642.00,3671.25
06/15/2022,3743.50,3843.00,3723.50,3793.50
06/14/2022,3760.75,3807.50,3708.50,3740.25
06/13/2022,3877.25,3878.50,3735.25,3753.50
06/10/2022,4026.00,4030.50,3896.50,3900.50
06/09/2022,4117.75,4145.75,4016.00,4017.50
06/08/2022,4150.75,4160.00,4105.25,4114.00
06/07/2022,4122.00,4164.00,4076.00,4158.75
06/06/2022,4110.50,4168.25,4104.50,4120.50
06/03/2022,4177.75,4189.00,4096.75,4107.00
06/02/2022,4097.75,4179.00,4072.25,4175.25
06/01/2022,4138.50,4165.00,4071.50,4099.00
05/31/2022,4175.75,4180.00,4102.75,4131.25
05/27/2022,4047.50,4168.25,4041.25,4155.75
05/26/2022,3972.25,4073.50,3960.50,4055.75
05/25/2022,3950.00,3997.75,3913.50,3976.75
05/24/2022,3951.75,3954.50,3872.00,3940.50
05/23/2022,3910.50,3982.25,3906.50,3971.75
05/20/2022,3900.50,3949.50,3807.50,3899.50
05/19/2022,3916.50,3943.50,3856.00,3897.75
05/18/2022,4091.25,4095.00,3905.50,3922.75
05/17/2022,4002.00,4091.50,4000.50,4084.75
05/16/2022,4025.00,4043.50,3979.50,4004.75
05/13/2022,3916.25,4036.00,3915.50,4019.75
05/12/2022,3939.75,3961.75,3855.00,3927.25
05/11/2022,3990.50,4050.50,3923.75,3930.25
05/10/2022,3993.25,4065.50,3953.00,3996.75
05/09/2022,4087.25,4099.00,3970.00,3987.50
05/06/2022,4146.50,4153.25,4062.00,4119.50
05/05/2022,4289.75,4300.75,4099.25,4143.25
05/04/2022,4171.25,4303.00,4142.75,4295.25
05/03/2022,4145.50,4195.75,4129.00,4169.25
05/02/2022,4144.00,4165.75,4056.00,4151.00
04/29/2022,4244.00,4279.75,4118.75,4127.50
04/28/2022,4213.00,4303.50,4182.50,4283.50
04/27/2022,4149.50,4236.25,4149.00,4180.25
04/26/2022,4294.00,4303.50,4136.75,4170.50
04/25/2022,4259.00,4296.50,4195.25,4292.75
04/22/2022,4385.75,4393.25,4247.50,4267.25
04/21/2022,4468.00,4509.00,4380.00,4390.50
04/20/2022,4441.00,4484.25,4432.75,4455.50
04/19/2022,4399.00,4467.00,4371.75,4459.25
04/18/2022,4390.00,4406.25,4355.50,4386.75
04/14/2022,4438.50,4455.75,4385.00,4387.50
04/13/2022,4396.75,4449.50,4384.00,4442.25
04/12/2022,4411.00,4466.75,4375.50,4393.00
04/11/2022,4488.75,4491.25,4403.50,4409.00
04/08/2022,4494.75,4519.75,4468.75,4483.50
04/07/2022,4471.25,4517.25,4444.50,4496.25
04/06/2022,4526.25,4528.75,4444.50,4475.75
04/05/2022,4576.25,4588.75,4507.75,4520.25
04/04/2022,4538.25,4580.00,4527.75,4577.75
04/01/2022,4541.00,4555.50,4501.25,4539.25
03/31/2022,4599.00,4614.25,4526.25,4530.75
03/30/2022,4621.25,4627.50,4574.75,4596.00
03/29/2022,4570.25,4631.00,4565.25,4625.50
03/28/2022,4535.25,4572.25,4509.75,4568.00
03/25/2022,4516.25,4539.00,4493.25,4536.50
03/24/2022,4449.25,4517.50,4445.75,4512.50
03/23/2022,4504.00,4514.00,4444.75,4447.50
03/22/2022,4456.75,4514.75,4433.00,4505.00
03/21/2022,4460.00,4473.00,4415.00,4452.25
03/18/2022,4384.25,4465.75,4364.50,4453.50
03/17/2022,4361.00,4406.75,4320.25,4402.00
03/16/2022,4249.75,4367.50,4239.00,4349.50
03/15/2022,4171.25,4263.25,4129.50,4253.75
03/14/2022,4206.75,4244.75,4152.25,4163.50
03/11/2022,4248.75,4326.75,4189.00,4192.50
03/10/2022,4270.50,4273.25,4198.00,4248.00
03/09/2022,4153.00,4298.25,4152.00,4275.25
03/08/2022,4186.50,4275.00,4138.75,4168.75
03/07/2022,4308.75,4325.25,4185.25,4198.50
03/04/2022,4366.50,4374.50,4281.25,4327.25
03/03/2022,4373.75,4418.75,4341.00,4359.25
03/02/2022,4308.75,4399.25,4278.25,4381.75
03/01/2022,4367.50,4399.00,4275.00,4303.75
02/28/2022,4299.50,4385.50,4251.50,4368.00
02/25/2022,4266.75,4384.25,4227.50,4380.00
02/24/2022,4215.50,4290.00,4101.75,4284.00
02/23/2022,4310.75,4345.50,4212.50,4222.00
02/22/2022,4266.25,4358.75,4250.00,4300.00
02/18/2022,4374.75,4411.50,4321.00,4343.50
02/17/2022,4464.25,4474.75,4367.25,4374.50
02/16/2022,4458.75,4484.50,4422.75,4470.00
02/15/2022,4393.50,4468.00,4381.75,4464.50
02/14/2022,4411.75,4428.00,4354.00,4394.00
02/11/2022,4494.50,4520.50,4393.25,4409.50
02/10/2022,4582.25,4583.75,4476.00,4497.50
02/09/2022,4519.00,4585.00,4517.25,4577.75
02/08/2022,4484.00,4523.75,4456.25,4512.50
02/07/2022,4497.00,4514.50,4462.75,4475.75
02/04/2022,4518.00,4532.50,4438.50,4492.50
02/03/2022,4545.75,4548.25,4462.00,4469.00
02/02/2022,4552.00,4586.00,4535.25,4577.25
02/01/2022,4493.25,4554.75,4474.00,4535.00
01/31/2022,4423.50,4507.75,4395.50,4504.25
01/28/2022,4348.00,4426.00,4266.25,4423.25
01/27/2022,4345.25,4422.00,4263.25,4317.75
